X,Y,id,snow.auc,snow.av,2022-07-09,2022-07-19,2022-07-29,2022-08-04,2022-08-13
315155,6763235,1953,0,0,0,0,0,0,0
315165,6763235,1954,0,0,0,0,0,0,0
315175,6763235,1955,0,0,0,0,0,0,0
315055,6763225,1991,0,0,0,0,0,0,0
315065,6763225,1992,0,0,0,0,0,0,0
315075,6763225,1993,0,0,0,0,0,0,0
315085,6763225,1994,0,0,0,0,0,0,0
315095,6763225,1995,0,0,0,0,0,0,0
315105,6763225,1996,6.461925,0.191985,0.623875,0.327075,0.008975,0,0
315115,6763225,1997,2.017875,0.07936,0.389375,0.0058,0.001625,0,0
315125,6763225,1998,0,0,0,0,0,0,0
315135,6763225,1999,0,0,0,0,0,0,0
315145,6763225,2000,0,0,0,0,0,0,0
315155,6763225,2001,0,0,0,0,0,0,0
315165,6763225,2002,0,0,0,0,0,0,0
315175,6763225,2003,0,0,0,0,0,0,0
315075,6763215,2041,0,0,0,0,0,0,0
315085,6763215,2042,0,0,0,0,0,0,0
315095,6763215,2043,0.00025,1e-05,5e-05,0,0,0,0
315105,6763215,2044,0.3915,0.01566,0.0783,0,0,0,0
315115,6763215,2045,1.083875,0.043355,0.216775,0,0,0,0
315125,6763215,2046,0,0,0,0,0,0,0
315135,6763215,2047,0,0,0,0,0,0,0
315145,6763215,2048,0,0,0,0,0,0,0
315155,6763215,2049,0,0,0,0,0,0,0
315165,6763215,2050,0,0,0,0,0,0,0
315095,6763205,2091,0,0,0,0,0,0,0
315105,6763205,2092,0,0,0,0,0,0,0
315115,6763205,2093,0,0,0,0,0,0,0
315125,6763205,2094,0,0,0,0,0,0,0
315135,6763205,2095,0,0,0,0,0,0,0
315145,6763205,2096,0,0,0,0,0,0,0
315155,6763205,2097,0,0,0,0,0,0,0
315165,6763205,2098,0,0,0,0,0,0,0
315115,6763195,2141,0,0,0,0,0,0,0
315125,6763195,2142,0,0,0,0,0,0,0
315135,6763195,2143,0.000125,5e-06,2.5e-05,0,0,0,0
315145,6763195,2144,0,0,0,0,0,0,0
315155,6763195,2145,0,0,0,0,0,0,0
315135,6763185,2191,0.000375,1.5e-05,7.5e-05,0,0,0,0
315145,6763185,2192,0.01475,0.00059,0.00295,0,0,0,0
315155,6763185,2193,0.0055,0.00022,0.0011,0,0,0,0
